Word,popularity
field,179.4595837
fluff,0.319099291
agape,0.325656376
voice,85.07180267
stead,2.570736268
berth,1.767446111
madam,2.203111716
night,142.262123
bland,1.219236594
liver,21.64681822
wedge,4.227234308
roomy,0.504985899
wacky,0.141921326
flock,6.040909699
angry,16.4218702
trite,0.641165996
aphid,0.829046452
tryst,0.188763035
midge,0.252304025
power,333.6101627
elope,0.14356909
cinch,0.209760614
motto,2.893490299
stomp,0.203201192
upset,9.063207232
bluff,2.123331538
cramp,0.542146629
quart,2.572053427
coyly,0.174924822
youth,37.3706622
rhyme,2.649115583
buggy,1.291865201
alien,11.23789167
smear,1.49810562
unfit,4.073257758
patty,0.15068031
cling,2.390002319
glean,0.514353261
label,14.08915832
hunky,0.065981118
khaki,0.74719098
poker,1.513475732
gruel,0.414034007
twice,35.80338355
twang,0.225650372
shrug,1.431972838
treat,23.96284226
waste,45.60400181
merit,17.53627341
woven,5.105204471
needy,3.443822713
clown,1.307942811
irony,4.417366417
ruder,0.222504065
gauze,2.11049346
chief,69.51408341
onset,10.21773012
prize,12.18787583
fungi,4.778994331
charm,8.608101583
gully,0.898422298
inter,16.80414059
whoop,0.369640739
taunt,0.534405833
leery,0.148205722
class,162.1827949
theme,20.00861074
lofty,5.651496839
tibia,2.02505832
booze,0.632269028
alpha,5.891349398
thyme,0.858288976
doubt,82.79202209
parer,0.018411411
chute,1.499303132
stick,15.32950232
trice,0.168081889
alike,16.38884083
recap,0.218072941
saint,5.253380889
glory,20.51270632
grate,2.149016359
admit,25.63654076
brisk,2.281667966
soggy,0.425631057
usurp,0.650224478
scald,0.339032873
scorn,3.621065487
leave,109.2057045
twine,1.334320133
sting,2.323322128
bough,0.714289797
marsh,3.503229723
sloth,0.609057223
dandy,0.581736852
vigor,4.252832666
howdy,0.037393129
enjoy,27.47333663
valid,28.23337677
ionic,3.929331647
equal,100.4552955
floor,64.67387043
catch,23.32161201
spade,1.415749541
stein,0.161527134
exist,55.61458051
quirk,0.221942121
denim,0.525592133
grove,2.787611665
spiel,0.109382521
mummy,0.793104519
fault,26.50360211
foggy,0.751948166
flout,0.208596087
carry,72.31212706
sneak,1.338294199
libel,3.369627945
waltz,0.730789995
aptly,1.82041169
piney,0.060947857
inept,0.636625562
aloud,6.126108429
photo,11.43803282
dream,24.90033599
stale,2.063683102
begin,55.10332438
spell,7.570791863
rainy,3.523475218
unite,6.627627918
medal,3.892386681
valet,1.031387523
inane,0.287579563
maple,3.10108778
snarl,0.47206069
baker,1.48312386
there,1141.389909
glyph,0.183109535
avert,1.945261737
brave,10.56994025
axiom,1.602592852
prime,18.59305389
drive,42.11252895
feast,7.171308055
itchy,0.287954458
clean,34.48821644
happy,48.31848615
tepid,0.544613718
undue,6.568912927
study,240.1954437
eject,0.581550477
chafe,0.208047438
torso,1.379526286
adore,1.353202597
woken,0.58596153
amber,2.251972145
joust,0.121848407
infer,4.835299734
braid,1.098236845
knock,5.772863743
naive,3.238686716
apply,79.49551844
spoke,40.81526698
usual,57.971821
rival,9.623869924
probe,8.094612684
chord,3.72766135
taper,1.891836466
slate,4.822794751
third,153.992175
lunar,3.453719279
excel,1.703087623
aorta,2.605913572
poise,0.943732672
extra,35.60536841
judge,57.0201929
condo,0.512452901
impel,0.406859118
havoc,1.710291054
molar,3.417467686
manly,2.715458656
